Escola,Morada,Freguesia,Código Postal,Telefone,Email,Número Agrupamento,Agrupamento,Sede Escola,Número Escolas Agrupadas
"Escola Básica de Alvito, São Pedro, Barcelos",Alvito S. Pedro,Alvito (São Pedro),4750-084,253880647,eb1.aalvitosaopedro@escolas.min-edu.pt,150939,"Agrupamento de Escolas de Vale do Tamel, Barcelos",Não,15
"Escola Básica de Martim, Barcelos",Lugar de Santo António,Martim,4755-312,253913715,eb1.n1.samartim@escolas.min-edu.pt,150253,Agrupamento de Escolas de Braga Oeste,Não,10
"Escola Básica de Aldreu, Barcelos",Lugar da Boavista - Aldreu,Aldreu,4905-014,258773949,eb1.boavistaaldreu@escolas.min-edu.pt,151245,"Agrupamento de Escolas de Fragoso, Barcelos",Não,6
"Escola Básica de Carreira, Barcelos",Rua Arquitecto Borges Vinagre,Carreira Bcl,4775-063,252967349,eb1.padraocarreira@escolas.min-edu.pt,151257,"Agrupamento de Escolas de Vale d’Este, Barcelos",Não,12
"Escola Básica de Tamel - Santa Leocádia, Barcelos",Sobrado,4750-000,Barcelos,253883593,eb1.ststaleocadia@escolas.min-edu.pt,150939,"Agrupamento de Escolas de Vale do Tamel, Barcelos",Não,15
"Escola Básica de Remelhe, Barcelos",Lugar da Igreja,Remelhe,4755-442,253891601,eb1.igrejaremelhe@escolas.min-edu.pt,150940,"Agrupamento de Escolas Rosa Ramalho, Barcelos",Não,18
"Escola Básica de Paradela, Algova, Barcelos",Algova,Paradela Bcl,4755-377,253852059,eb1.algova@escolas.min-edu.pt,150927,Agrupamento de Escolas de Barcelos,Não,8
"Escola Básica de Moure, Barcelos",Lugar do Assento,Moure Bcl,4755-355,253952650,eb1.assentomoure@escolas.min-edu.pt,150940,"Agrupamento de Escolas Rosa Ramalho, Barcelos",Não,18
"Escola Básica de Milhazes, Barcelos",Casais - Milhazes,4750-332,Barcelos,253857202,eb1.n1.casais@escolas.min-edu.pt,150927,Agrupamento de Escolas de Barcelos,Não,8
"Escola Básica de Airó, Barcelos",Lugar de Giestal,Airó,4755-012,253913713,eb1.giestal@escolas.min-edu.pt,150940,"Agrupamento de Escolas Rosa Ramalho, Barcelos",Não,18
"Escola Básica de Aborim, Barcelos",Moledo - Aborim,Aborim,4750-022,253882780,eb1.moledoaborim@escolas.min-edu.pt,150939,"Agrupamento de Escolas de Vale do Tamel, Barcelos",Não,15
"Escola Básica e Secundária de Vila Cova, Barcelos",Rua Padre Paulino Ribeiro,Vila Cova Bcl,4750-795,253862893,servicos@aevc.edu.gov.pt,150460,"Agrupamento de Escolas de Vila Cova, Barcelos",Sim,4
"Escola Básica de Pousa, Barcelos",Brunhais - Pousa,Pousa,4755-415,253913714,eb1.brunhaispousa@escolas.min-edu.pt,150253,Agrupamento de Escolas de Braga Oeste,Não,10
"Escola Básica de Alheira, Barcelos",Fonte-Alheira,4750-000,Barcelos,253880646,eb1.fontealheira@escolas.min-edu.pt,150939,"Agrupamento de Escolas de Vale do Tamel, Barcelos",Não,15
"Escola Básica de Bárrio, Roriz, Barcelos",Lugar de Bárrio - Assento,Roriz Bcl,4750-653,253808179,eb1.barriororiz@escolas.min-edu.pt,150939,"Agrupamento de Escolas de Vale do Tamel, Barcelos",Não,15
"Escola Básica de Gueral, Barcelos",Lugar de Quintão,Gueral,4755-252,252957853,eb1.quintaogueral@escolas.min-edu.pt,150940,"Agrupamento de Escolas Rosa Ramalho, Barcelos",Não,18
"Escola Básica de Perelhal, Barcelos",Lugar de Gandra,Perelhal,4750-622,253862777,eb1.gandraperelhal@escolas.min-edu.pt,150460,"Agrupamento de Escolas de Vila Cova, Barcelos",Não,4
"Escola Básica de Viatodos, Barcelos",Viatodos,Viatodos,4775-255,252963972,eb1.viatodos@escolas.min-edu.pt,151257,"Agrupamento de Escolas de Vale d’Este, Barcelos",Não,12
"Escola Básica de Cossourado, Barcelos",JI e EB1 de Eiró - Cossourado,Cossourado Bcl,4750-403,253882849,eb1.eirocossourado@escolas.min-edu.pt,150939,"Agrupamento de Escolas de Vale do Tamel, Barcelos",Não,15
"Escola Básica de Abade de Neiva, Barcelos",Rua da Escola Nova,Abade De Neiva,4750-006,253813104,eb1.igrejaabadeneiva@escolas.min-edu.pt,150710,"Agrupamento de Escolas Gonçalo Nunes, Barcelos",Não,10
"Escola Básica de Igreja - Cristelo, Barcelos",Avenida Padre Abel Varzim (EM 553),Cristelo Bcl,4755-176,253851806,eb1.n1.icristelo@escolas.min-edu.pt,150927,Agrupamento de Escolas de Barcelos,Não,8
"Escola Básica de Fraião, Barcelos",Avenida Central (CM 1074),Silva Bcl,4750-695,253823333,eb1.n1.fmoreiros@escolas.min-edu.pt,150939,"Agrupamento de Escolas de Vale do Tamel, Barcelos",Não,15
"Escola Básica e Secundária de Vale do Tamel, Lijó, Barcelos",Rua 25 de Abril,350,Lijó,253808170,servicos@valetamel.edu.gov.pt,150939,"Agrupamento de Escolas de Vale do Tamel, Barcelos",Sim,15
"Escola Básica de Silva, Barcelos",Rua da Igreja,34,Silva Bcl,253881986,eb1.igrejasilva@escolas.min-edu.pt,150939,"Agrupamento de Escolas de Vale do Tamel, Barcelos",Não,15
"Escola Básica de São Brás, Areal, Barcelos",Rua do Areal de Baixo,4755-051,Barcelos,253834521,eb1.n4.barcelos@escolas.min-edu.pt,150940,"Agrupamento de Escolas Rosa Ramalho, Barcelos",Não,18
"Escola Básica de Durrães, Barcelos",Lugar da Igreja Durrães,Durrães,4905-070,258773942,eb1.igrejadurraes@escolas.min-edu.pt,151245,"Agrupamento de Escolas de Fragoso, Barcelos",Não,6
"Escola Básica de Silveiros, Barcelos",Souto de Igreja - Silveiros,Chavão,4775-001,252967340,eb1.soutosilveiros@escolas.min-edu.pt,151257,"Agrupamento de Escolas de Vale d’Este, Barcelos",Não,12
Colégio Didálvi,Lugar da Igreja,Alvito (São Pedro),4750-085,253881195,didalvi@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Várzea, Barcelos",Lugar do Moutinho,Várzea Bcl,4755-534,253832600,eb1.n1.montinho@escolas.min-edu.pt,150940,"Agrupamento de Escolas Rosa Ramalho, Barcelos",Não,18
"Escola Básica de Manhente, Barcelos",Lugar de Casas Novas,Manhente,4750-557,253849410,eb23.manhente@escolas.min-edu.pt,150137,"Agrupamento de Escolas Alcaides de Faria, Barcelos",Não,10
Colégio da Casa do Menino Deus - Escola Particular e Cooperativa de 1º Ciclo,Rua Manuel Pais,273,4750-317,253811260,cl.casameninodeus@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Pontes, Tamel - São Veríssimo, Barcelos",Rua da Escola - Pontes,Tamel (São Veríssimo),4750-740,253824322,eb1.n2.feptsv@escolas.min-edu.pt,150710,"Agrupamento de Escolas Gonçalo Nunes, Barcelos",Não,10
"Escola Básica de Oliveira, Barcelos",Rua Padre Benjamim,4750-000,Barcelos,253843149,eb1.capelaoliveira@escolas.min-edu.pt,150137,"Agrupamento de Escolas Alcaides de Faria, Barcelos",Não,10
"Escola Básica de Palme, Barcelos",Lugar de Cruz,Palme,4905-127,253877258,eb1.cruzpalme@escolas.min-edu.pt,151245,"Agrupamento de Escolas de Fragoso, Barcelos",Não,6
"Escola Básica de Cambeses, Barcelos",Avenida Central,Cambeses Bcl,4775-012,253952660,eb1.estradacambeses@escolas.min-edu.pt,151257,"Agrupamento de Escolas de Vale d’Este, Barcelos",Não,12
"Escola Básica de Vila Boa, Barcelos",Rua da Lobata (EM 557),4750-782,Barcelos,253822815,eb1.igrejavboa@escolas.min-edu.pt,150710,"Agrupamento de Escolas Gonçalo Nunes, Barcelos",Não,10
"Escola Básica de Ucha, Barcelos",Gandrachã,Ucha,4750-769,253843115,eb1.gandracha@escolas.min-edu.pt,150137,"Agrupamento de Escolas Alcaides de Faria, Barcelos",Não,10
"Escola Básica de Negreiros, Barcelos",Igreja - Negreiros,Negreiros,4775-207,252957841,eb1.igrejanegreiros@escolas.min-edu.pt,151257,"Agrupamento de Escolas de Vale d’Este, Barcelos",Não,12
"Escola Básica de Carvalhal, Barcelos",Lugar da Igreja,Carvalhal Bcl,4755-101,253834523,eb1.igrejacarvalhal@escolas.min-edu.pt,150940,"Agrupamento de Escolas Rosa Ramalho, Barcelos",Não,18
"Escola Básica de Vila Frescaínha, São Pedro, Barcelos",Rua da Adega,V Frescainha (S Pedro),4750-844,253817181,eb1.pacovelho@escolas.min-edu.pt,150710,"Agrupamento de Escolas Gonçalo Nunes, Barcelos",Não,10
"Escola Básica de Carapeços, Barcelos",Avenida Costa e Silva,4750-000,Barcelos,253883198,eb1.igrejacarapecos@escolas.min-edu.pt,150939,"Agrupamento de Escolas de Vale do Tamel, Barcelos",Não,15
"Escola Básica de Galegos - São Martinho, Barcelos",Lugar da Gandarinha - Galegos S. Martinho,Galegos (São Martinho),4750-484,253843966,eb1.n1.gandarinha@escolas.min-edu.pt,150137,"Agrupamento de Escolas Alcaides de Faria, Barcelos",Não,10
"Escola Básica de Aldão, Barcelos",Rua da Escola,4750-810,Barcelos,253823188,eb1.aldao@escolas.min-edu.pt,150710,"Agrupamento de Escolas Gonçalo Nunes, Barcelos",Não,10
"Escola Básica de Rio Covo - Santa Eulália, Barcelos",Travessa dos Paulos,Rio Covo (Santa Eulália),4755-486,253897130,eb1.ircovostaeulalia@escolas.min-edu.pt,151257,"Agrupamento de Escolas de Vale d’Este, Barcelos",Não,12
"Escola Básica de Barqueiros, Barcelos",Estrada Nacional 218 Lugar das Telheiras,Barqueiros Bcl,4740-674,253853902,eb1.tbarqueiros@escolas.min-edu.pt,150927,Agrupamento de Escolas de Barcelos,Não,8
"Escola Básica de S. Frutuoso, Braga",Caminho da Ordem Nº 2,4700-282,Braga,253691233,-,151725,"Agrupamento de Escolas de Real, Braga",Não,9
"Escola Básica de Sobreposta, Braga",Lugar do Outeiro,4715-647,Sobreposta,253683821,eb1.osobreposta@escolas.min-edu.pt,150149,"Agrupamento de Escolas Carlos Amarante, Braga",Não,10
"Escola Básica de Crespos, Braga",Rua de Santo Amaro,4710-613,Crespos,253996015,eb1.boavistacrespos@escolas.min-edu.pt,150241,"Agrupamento de Escolas Sá de Miranda, Braga",Não,12
"Escola Básica de Arcos, Braga",Cruzeiro - Arcos,4700-018,São Paio Merelim,253686790,eb1.n36.braga@escolas.min-edu.pt,150976,"Agrupamento de Escolas Alberto Sampaio, Braga",Não,11
"Escola Básica de Aveleda, Braga",Rua do Cornido nº 7,4705-033,Aveleda Brg,253670405,eb1.n37.braga@escolas.min-edu.pt,150964,"Agrupamento de Escolas de Trigal de Santa Maria, Braga",Não,11
"Escola Básica de Espinho, Braga",Salgueiral - Espinho,4715-001,Braga,253281328,eb1.n1.salgueiral@escolas.min-edu.pt,150149,"Agrupamento de Escolas Carlos Amarante, Braga",Não,10
"Escola Básica de Pousada, Braga",Rua da Pena,4710-730,Pousada Brg,253997394,eb1.outeiropousada@escolas.min-edu.pt,150241,"Agrupamento de Escolas Sá de Miranda, Braga",Não,12
"Escola Básica do Bairro da Alegria, Braga",R. Quinta da Armada - Bairro da Alegria,4710-340,Braga,253254396,eb1.n2.braga@escolas.min-edu.pt,150988,"Agrupamento de Escolas Doutor Francisco Sanches, Braga",Não,7
"Escola Básica n.º 2 de Lamaçães, Braga",R. da Escola,nº 19,4715-001,253254389,eb1.n25.braga@escolas.min-edu.pt,150990,"Agrupamento de Escolas Dona Maria II, Braga",Não,10
"Externato ""Paulo VI""",Rua de S. Gonçalo,nº 24-30,4710-310,253208361,ext.paulovibraga@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica da Naia, Ferreiros, Braga",Rua do Cruzeiro,4700-116,Braga,253309092,eb1ji.naia@escolas.min-edu.pt,150721,"Agrupamento de Escolas de Maximinos, Braga",Não,7
"Escola Básica de Merelim - São Pedro, Braga",São Brás - Salgueirinho,4700-874,São Pedro Merelim,253622684,eb1.n40.braga@escolas.min-edu.pt,151713,"Agrupamento de Escolas de Mosteiro e Cávado, Braga",Não,9
"Escola Básica de Nogueiró, Braga",Avenida da Liberdade,4715-387,Braga,253677299,eb1.n17.braga@escolas.min-edu.pt,150990,"Agrupamento de Escolas Dona Maria II, Braga",Não,10
"Escola Básica de São João do Souto, Braga",Largo S. João do Souto,nº 27,4700-326,253261460,eb1.n8.braga@escolas.min-edu.pt,150990,"Agrupamento de Escolas Dona Maria II, Braga",Não,10
"Escola Básica do Bairro Económico, Braga",Rua do Rosmaninho- Br. Duarte Pacheco,4715-101,Braga,253261928,eb1.n3.braga@escolas.min-edu.pt,150990,"Agrupamento de Escolas Dona Maria II, Braga",Não,10
"Escola Básica de Merelim - São Paio, Braga",Lugar da Igreja,4700-000,Braga,253623500,eb1.imerelimspaio@escolas.min-edu.pt,151713,"Agrupamento de Escolas de Mosteiro e Cávado, Braga",Não,9
"Escola Básica de Esporões, Braga",Rua Padre Manuel Carvalho,4705-474,Esporões,253686792,eb1.granjaesporoes@escolas.min-edu.pt,150976,"Agrupamento de Escolas Alberto Sampaio, Braga",Não,11
"Escola Básica de Garapoa, Celeirós, Braga",R. dos Malmequeres,4705-001,Arentim,253674092,eb1.n39.braga@escolas.min-edu.pt,151002,"Agrupamento de Escolas de Celeirós, Braga",Não,7
"Escola Básica de Quinta da Veiga, Braga",R. Luís de Campos - Quinta da Veiga,4710-394,Braga,253279022,eb1.n1.braga@escolas.min-edu.pt,150988,"Agrupamento de Escolas Doutor Francisco Sanches, Braga",Não,7
"Escola Básica de São Lázaro, Braga",R. de Damão,4710-232,Braga,253277512,eb1.n10.braga@escolas.min-edu.pt,150952,"Agrupamento de Escolas André Soares, Braga",Não,5
"Colégio ""D. Diogo de Sousa""",R. Conselheiro Bento Miguel,4710-294,Braga,253201290,cl.ddiogodesousa@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica da Sé, Braga",E B1 nº 3 de Póvoa de Santa Iria - Av. Prof. Dr. Egas Moniz,Póvoa De Santa Iria,2625-039,219598705,eb1.n3.povoastairia@escolas.min-edu.pt,170781,"Agrupamento de Escolas Póvoa de Santa Iria, Vila Franca de Xira",Não,8
Colégio João Paulo II,Rua Dr. José Augusto,nº 7,5000-575,934335030,secretaria.vilareal@cjp.com.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Presa, Braga",Presa,4710-569,Adaúfe,253284166,eb1.n35.braga@escolas.min-edu.pt,150241,"Agrupamento de Escolas Sá de Miranda, Braga",Não,12
Colégio Leonardo da Vinci,Rua Conselheiro Bento Miguel,nº 10,4710-306,253272149,ext.leonardodavinci@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica n.º 1 de Gualtar, Braga",R. da Escola Nova-Lameira-Gualtar,4710-076,Braga,253678068,eb1.n22.braga@escolas.min-edu.pt,150149,"Agrupamento de Escolas Carlos Amarante, Braga",Não,10
"Escola Básica de Bracara Augusta, Assento, Braga",Rua dos Restauradores-Valinhos,4700-685,Palmeira Brg,253628190,eb1.n42.braga@escolas.min-edu.pt,150241,"Agrupamento de Escolas Sá de Miranda, Braga",Não,12
Colégio D. Pedro V,Passeio dos Heróis do Mar,100 Parque das Nações,1990-529,211572640,cl.pedroarrupe@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica Padim da Graça, Braga",Santo António,4700-670,Padim Da Graça,253282160,eb1.sapadimgraca@escolas.min-edu.pt,151713,"Agrupamento de Escolas de Mosteiro e Cávado, Braga",Não,9
"Escola Básica da Ponte Pedrinha, Braga",Rua Padre Armando Lira,4705-001,Arentim,253261482,eb1ji.pontepedrinha@escolas.min-edu.pt,150952,"Agrupamento de Escolas André Soares, Braga",Não,5
"Escola Básica de Este - São Pedro, Braga",Rua das Searas,4715-001,Braga,253679579,eb1.n30.igreja@escolas.min-edu.pt,150149,"Agrupamento de Escolas Carlos Amarante, Braga",Não,10
"Escola Básica de Figueiredo, Braga",Rua de São Miguel,4705-001,Arentim,253681539,eb1.efigueiredo@escolas.min-edu.pt,151002,"Agrupamento de Escolas de Celeirós, Braga",Não,7
"Escola Básica de Ruílhe, Braga",Este-Estrada das Lagarteiras,4705-472,Cunha Brg,253952355,eb1.ruilhe@escolas.min-edu.pt,150964,"Agrupamento de Escolas de Trigal de Santa Maria, Braga",Não,11
"Escola Básica de Pedralva, Braga",Travessa da Igreja,4715-001,Braga,253636820,eb1.codecosa@escolas.min-edu.pt,150149,"Agrupamento de Escolas Carlos Amarante, Braga",Não,10
"Escola Básica de Guisande, Braga",Pereira,4705-479,Guisande Brg,253681541,eb1.pereiraguisande@escolas.min-edu.pt,151002,"Agrupamento de Escolas de Celeirós, Braga",Não,7
Colégio Teresiano,R. do Taxa,nº 106,4710-448,253204110,cl.teresiano@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de São Vitor, Braga",R. Beato Miguel de Carvalho,4710-356,Braga,253617947,eb1.n7.braga@escolas.min-edu.pt,150988,"Agrupamento de Escolas Doutor Francisco Sanches, Braga",Não,7
"Escola Básica das Enguardas, Braga",R. Dr. José Sousa Machado,4710-383,Braga,253263665,eb1.n29.braga@escolas.min-edu.pt,150988,"Agrupamento de Escolas Doutor Francisco Sanches, Braga",Não,7
"Escola Básica de Frossos, Braga",Rua da Escola,4700-152,Braga,253623248,eb1.n20.braga@escolas.min-edu.pt,151725,"Agrupamento de Escolas de Real, Braga",Não,9
"Escola Básica de Cruz, Celeirós, Braga",R. da Cruz,4705-406,Celeirós Brg,253673839,eb1.n38.braga@escolas.min-edu.pt,151002,"Agrupamento de Escolas de Celeirós, Braga",Não,7
"Escola Básica de Maximinos, Braga",R. Alto de Quintela,4705-129,Braga,253693340,eb1.n23.braga@escolas.min-edu.pt,150721,"Agrupamento de Escolas de Maximinos, Braga",Não,7
"Escola Básica n.º 1 de Nogueira, Braga",R. dos Barreiros-Nogueira,4715-166,Braga,253682355,eb1.n16.braga@escolas.min-edu.pt,150976,"Agrupamento de Escolas Alberto Sampaio, Braga",Não,11
"Escola Básica de Dume, Braga",Av. 1º de Maio Carcavelos - Dume,4700-000,Braga,253621569,eb1.n18.braga@escolas.min-edu.pt,150241,"Agrupamento de Escolas Sá de Miranda, Braga",Não,12
"Escola Básica de Sequeira, Braga",Rua da Escola,4705-629,Sequeira,253674412,eb1.carvalhosequeira@escolas.min-edu.pt,150253,Agrupamento de Escolas de Braga Oeste,Não,10
"Escola Básica de Cabreiros, Braga",Lugar de Capela,4705-769,Cabreiros Brg,253913636,eb1.capelacabreiros@escolas.min-edu.pt,150253,Agrupamento de Escolas de Braga Oeste,Não,10
"Escola Básica de Trandeiras, Braga",R. da Igreja,4705-637,Trandeiras,253686802,eb1.ctranderias@escolas.min-edu.pt,150976,"Agrupamento de Escolas Alberto Sampaio, Braga",Não,11
"Escola Básica de Santa Tecla, Braga",R. dos Torneiros,4715-051,Braga,253254348,eb1.n4.braga@escolas.min-edu.pt,150990,"Agrupamento de Escolas Dona Maria II, Braga",Não,10
Jardim de Infância O Talvaizinho,R. de Mões,S/n,4760-076,252377415,ji.otalvaizinho@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica n.º 1 de Real, Braga",Caminho da Ordem Nº 2,4700-282,Braga,253691233,-,151725,"Agrupamento de Escolas de Real, Braga",Não,9
Colégio Alfacoop - Externato Infante  D. Henrique,Avª Comendador Padre David - Lugar de Este,4709-008,Ruílhe,253959000,ext.infantedhenrique@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
Externato Nossa Senhora das Graças,Quinta de Real - Apartado 51,4700-001,Braga,253300010,ext.nsdasgracasbraga@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Estrada, Ferreiros, Braga",R. Alto de Quintela,4705-129,Braga,253693340,eb1.n23.braga@escolas.min-edu.pt,150721,"Agrupamento de Escolas de Maximinos, Braga",Não,7
"Escola Básica de Ortigueira, Braga",R. da Carvalheira,4700-689,Palmeira Brg,253628182,eb1.n44.braga@escolas.min-edu.pt,150241,"Agrupamento de Escolas Sá de Miranda, Braga",Não,12
"Escola Básica do Bairro da Misericórdia, Braga",R. Dias da Silva,4700-375,Braga,253264790,eb1.n5.braga@escolas.min-edu.pt,150988,"Agrupamento de Escolas Doutor Francisco Sanches, Braga",Não,7
"Escola Básica de Eira Velha, Braga",Rua da Mota,4700-435,Braga,253284168,eb1.eiravelha@escolas.min-edu.pt,150241,"Agrupamento de Escolas Sá de Miranda, Braga",Não,12
"Escola Básica de Este - São Mamede, Braga",Pidre Este S Mamede,4715-001,Braga,253677686,eb1.pidre@escolas.min-edu.pt,150149,"Agrupamento de Escolas Carlos Amarante, Braga",Não,10
"Escola Básica de Escudeiros, Braga",Quinta,4705-473,Escudeiros,253681538,eb1.quintaescudeiros@escolas.min-edu.pt,151002,"Agrupamento de Escolas de Celeirós, Braga",Não,7
"Escola Básica de Carrascal, Braga",Carrascal,4700-565,Mire De Tibães,253282157,eb1.cmiretibaes@escolas.min-edu.pt,151713,"Agrupamento de Escolas de Mosteiro e Cávado, Braga",Não,9
"Escola Básica de Fradelos, Braga",R. da Escola-Fradelos,4705-684,Fradelos Brg,253674383,eb1.fradelostadim@escolas.min-edu.pt,150964,"Agrupamento de Escolas de Trigal de Santa Maria, Braga",Não,11
"Escola Básica Padre Dr. Joaquim Santos, Refojos de Basto, Cabeceiras de Basto",Lugar do Rio,4860-355,Cabeceiras de Basto,-,-,150162,Agrupamento de Escolas de Cabeceiras de Basto,Não,8
"Escola Básica de Faia, Cabeceiras de Basto",Faia - Faia,4860-000,Cabeceiras de Basto,253665285,eb1.ribeirinhos@escolas.min-edu.pt,150162,Agrupamento de Escolas de Cabeceiras de Basto,Não,8
"Escola Básica de Pedraça, Cabeceiras de Basto",Lugar da Torre- Pedraça,Pedraça,4860-298,961144212,eb1.pedraca@escolas.min-edu.pt,150162,Agrupamento de Escolas de Cabeceiras de Basto,Não,8
"Escola Básica de Ferreirinha, Cabeceiras de Basto",Ferreirinha - Cavez,Cavez,4860-161,253654028,eb1.ferreirinhacavez@escolas.min-edu.pt,150162,Agrupamento de Escolas de Cabeceiras de Basto,Não,8
"Escola Básica do Arco de Baúlhe, Cabeceiras de Basto",Lugar de Souto,Arco De Baúlhe,4860-082,253665284,eb23.arcobaulhe@escolas.min-edu.pt,150162,Agrupamento de Escolas de Cabeceiras de Basto,Não,8
Escola Básica de Celorico de Basto,Lugar da Mota,Fervença,4890-314,255490700,eb23.motafervenca@escolas.min-edu.pt,151737,Agrupamento de Escolas de Celorico de Basto,Não,18
"Escola Básica n.º 1 da Mota, Celorico de Basto",Lugar da Mota,Fervença,4890-314,255490700,eb23.motafervenca@escolas.min-edu.pt,151737,Agrupamento de Escolas de Celorico de Basto,Não,18
"Escola Básica de Fermil, Celorico de Basto",Lugar de Fermil,Veade,Veade,-,-,151737,Agrupamento de Escolas de Celorico de Basto,Não,18
"Escola Básica n.º 1 de Gandarela, Celorico de Basto",Rua Nossa Senhora da Oliveira Vila de Gandarela de Basto,Basto (São Clemente),4890-542,-,-,151737,Agrupamento de Escolas de Celorico de Basto,Não,18
"Escola Básica de Fão, Esposende",Lugar da Arroteia,Fão,4740-357,-,-,150850,"Agrupamento de Escolas António Correia de Oliveira, Esposende",Não,12
"Escola Básica de Barral, Esposende",Rua Carlos Vila Chã - Lugar do Barral,Palmeira De Faro,4740-591,253966318,eb1.n2.eiraana@escolas.min-edu.pt,150850,"Agrupamento de Escolas António Correia de Oliveira, Esposende",Não,12
"Escola Básica de Forjães, Esposende",Rua da Pedreira,n.º 207,Forjães,253879200,ebi.forjaes@escolas.min-edu.pt,152894,"Agrupamento de Escolas António Rodrigues Sampaio, Esposende",Não,10
"Escola Básica de Curvos, Esposende",Lugar de Igreja - Curvos,Curvos,4740-183,253966317,eb1.igrejacurvos@escolas.min-edu.pt,150850,"Agrupamento de Escolas António Correia de Oliveira, Esposende",Não,12
"Escola Básica de Pinhote, Esposende",Rua 15 de Agosto - Pinhote,4740-574,Esposende,253962033,eb1.n5.esposende@escolas.min-edu.pt,152894,"Agrupamento de Escolas António Rodrigues Sampaio, Esposende",Não,10
"Escola Básica de Gandra, Esposende",Rua José Azevedo dos Santos Portela,4740-474,Esposende,253962044,eb1.igrejagandra@escolas.min-edu.pt,150850,"Agrupamento de Escolas António Correia de Oliveira, Esposende",Não,12
"Escola Básica de Belinho, Esposende",Rua do Cruzeiro - S. Fins,Belinho,4740-165,253872529,eb1.sfins@escolas.min-edu.pt,152894,"Agrupamento de Escolas António Rodrigues Sampaio, Esposende",Não,10
"Escola Básica de Guilheta, Esposende",Rua da Escola,Antas Eps,4740-013,253872326,eb1.estradaguilheta@escolas.min-edu.pt,152894,"Agrupamento de Escolas António Rodrigues Sampaio, Esposende",Não,10
"Escola Básica de Góios, Esposende",Rua da Escola - Góios,4740-538,Esposende,253962039,eb1.n2.esposende@escolas.min-edu.pt,152894,"Agrupamento de Escolas António Rodrigues Sampaio, Esposende",Não,10
Escola Básica de Esposende,Avenida da Praia,Apúlia,4740-033,253960030,eb23.apulia@escolas.min-edu.pt,150850,"Agrupamento de Escolas António Correia de Oliveira, Esposende",Não,12
"Escola Básica de Rio Tinto, Esposende",Lugar da Igreja,Rio Tinto Eps,4740-612,253851009,eb1.smarinhariotinto@escolas.min-edu.pt,150850,"Agrupamento de Escolas António Correia de Oliveira, Esposende",Não,12
"Escola Básica de Gemeses, Esposende",Avenida da Igreja - Calvário,Gemeses,4740-494,253966299,eb1.calvariogemeses@escolas.min-edu.pt,150850,"Agrupamento de Escolas António Correia de Oliveira, Esposende",Não,12
"Escola Básica de Mar, Esposende",Largo 25 de Abril - Lugar de Cima,Mar,4740-512,253872561,eb1.n2.lugarbaixo@escolas.min-edu.pt,152894,"Agrupamento de Escolas António Rodrigues Sampaio, Esposende",Não,10
"Escola Básica de Rio de Moinhos, Esposende",Travessa da Escola - Rio-de-Moinhos,4740-577,Esposende,253962042,eb1.n4.esposende@escolas.min-edu.pt,152894,"Agrupamento de Escolas António Rodrigues Sampaio, Esposende",Não,10
"Escola Básica de Criaz, Esposende",Rua da Aldeia,Apúlia,4740-103,253983420,eb1.crias@escolas.min-edu.pt,150850,"Agrupamento de Escolas António Correia de Oliveira, Esposende",Não,12
"Escola Básica de Fonte Boa, Esposende",Rua da Cultura,Fonte Boa,4740-415,253983419,eb1.agrafonteboa@escolas.min-edu.pt,150850,"Agrupamento de Escolas António Correia de Oliveira, Esposende",Não,12
"Escola Básica de Apúlia, Esposende",Avenida da Praia,Apúlia,4740-033,253960030,eb23.apulia@escolas.min-edu.pt,150850,"Agrupamento de Escolas António Correia de Oliveira, Esposende",Não,12
"Escola Básica de Facho, Apúlia, Esposende",Rua do Facho,Apúlia,4740-031,253987516,eb1.n4.igreja@escolas.min-edu.pt,150850,"Agrupamento de Escolas António Correia de Oliveira, Esposende",Não,12
"Escola Básica de Vila Chã, Esposende",Rua da Igreja,Vila Chã Eps,4740-634,253966251,eb1.igrejavcha@escolas.min-edu.pt,152894,"Agrupamento de Escolas António Rodrigues Sampaio, Esposende",Não,10
"Escola Básica de Travassós, Fafe",Vilar,Travassós Faf,4820-811,253506789,eb1.vilartravassos@escolas.min-edu.pt,150496,"Agrupamento de Escolas de Montelongo, Fafe",Não,8
"Escola Básica de Arões - São Romão, Fafe",Travessa do Assento,Arões (São Romão),4820-738,253491037,eb1.n1.faroessromao@escolas.min-edu.pt,152882,Agrupamento de Escolas de Fafe,Não,6
"Escola Básica de Monte, Arões - Santa Cristina, Fafe",Avenida Fonte da Cruz (CM 1578),Arões (Santa Cristina),4820-640,253591036,eb1.mastacristina@escolas.min-edu.pt,152882,Agrupamento de Escolas de Fafe,Não,6
